CUSTOMER_ID,DATA_KNOWN,GENDER,AGE,TARIFF,DROPPED_CALLS,HANDSET,PEAK_MINS,PEAK_RATE,BILL_PEAK,OFFPEAK_MINS,OFFPEAK_RATE,BILL_OFFPEAK,GADGET_A,GADGET_B,GADGET_C,GADGET_D,GADGET_A_REVENUES,GADGET_B_REVENUES,GADGET_C_REVENUES,GADGET_D_REVENUES,HAS_CHURNED,RETENTION
K201740,yes,Male,18,CAT 200,0,S50,723,10,72,600,5,30,T,T,T,F,6,24,25,0,No,Yes
K201750,yes,Female,19,CAT 200,0,ASAD90,1235,10,124,334,5,17,T,T,F,T,10,19,0,34,Yes,No
K201760,yes,Male,17,CAT 200,2,ASAD170,1306,10,131,267,5,13,T,T,T,F,8,22,30,0,No,Yes
K201770,yes,Female,16,CAT 200,1,S50,1082,10,108,38,5,2,T,F,T,T,10,0,33,41,Yes,No
K201780,yes,Male,25,CAT 200,1,S50,1056,10,106,218,5,11,F,F,F,F,0,0,0,0,Yes,No
K201790,yes,Female,25,CAT 200,2,S50,1426,10,143,191,5,10,T,T,T,F,8,14,30,0,Yes,No
K201800,yes,Female,12,CAT 200,0,S50,1241,10,124,326,5,16,F,T,T,T,0,24,29,41,Yes,No
K201810,yes,Male,22,CAT 200,1,ASAD170,1187,10,119,544,5,27,T,T,T,T,13,25,27,44,No,Yes
K201820,yes,Female,13,CAT 200,6,ASAD90,1154,10,115,291,5,15,T,F,F,T,12,0,0,36,Yes,No
K201830,yes,Female,22,CAT 200,0,ASAD90,1041,10,104,22,5,1,T,T,T,T,10,22,30,40,Yes,No
K201840,yes,Male,22,CAT 200,9,S50,1339,10,134,390,5,20,T,T,T,T,6,18,33,42,Yes,No
K201850,yes,Female,21,CAT 200,2,S50,1127,10,113,68,5,3,T,T,T,T,10,16,27,43,Yes,No
K201860,yes,Male,24,CAT 200,5,S50,2044,10,204,221,5,11,F,F,F,F,0,0,0,0,Yes,No
K201870,yes,Female,18,CAT 200,0,ASAD90,1169,10,117,179,5,9,F,F,F,F,0,0,0,0,Yes,No
K201880,yes,Female,23,CAT 200,2,S50,1110,10,111,619,5,31,F,T,T,T,0,23,32,39,Yes,No
K201890,yes,Female,24,CAT 200,7,ASAD170,1523,10,152,204,5,10,T,T,T,F,11,18,29,0,No,Yes
K201900,yes,Female,24,CAT 200,0,S50,1087,10,109,231,5,12,T,T,T,T,8,23,32,44,Yes,No
K201910,yes,Male,21,CAT 200,0,ASAD90,1270,10,127,179,5,9,T,T,T,T,10,16,29,43,Yes,No
K201920,yes,Female,17,CAT 200,0,ASAD90,1774,10,177,445,5,22,T,T,T,T,9,18,30,41,Yes,No
K201930,yes,Male,25,CAT 200,2,ASAD90,756,10,76,524,5,26,F,T,F,T,0,17,0,37,Yes,No
K201940,yes,Female,18,CAT 200,1,S50,977,10,98,573,5,29,T,F,T,T,6,0,28,37,Yes,No
K201950,yes,Female,15,CAT 200,2,S50,1847,10,185,452,5,23,T,T,T,T,6,17,29,42,Yes,No
K201960,yes,Male,17,CAT 200,1,S50,986,10,99,695,5,35,T,F,T,T,9,0,30,39,Yes,No
K201970,yes,Male,20,CAT 200,1,S50,586,10,59,522,5,26,F,F,F,F,0,0,0,0,Yes,No
K201980,yes,Male,25,CAT 200,10,S50,958,10,96,162,5,8,T,T,T,T,7,21,31,39,Yes,No
K201990,yes,Male,23,CAT 200,6,S50,910,10,91,765,5,38,T,T,T,T,11,18,28,38,Yes,No
K202000,yes,Male,15,CAT 200,0,ASAD90,1048,10,105,113,5,6,T,T,T,T,9,24,29,41,Yes,No
K202010,yes,Female,14,CAT 200,2,ASAD170,857,10,86,262,5,13,T,T,T,T,11,16,26,35,No,Yes
K202020,yes,Female,20,CAT 200,0,S50,1108,10,111,447,5,22,F,F,F,F,0,0,0,0,Yes,No
K202030,yes,Male,20,CAT 200,2,ASAD170,1415,10,141,122,5,6,T,T,F,T,11,22,0,39,No,Yes
K202040,yes,Female,21,CAT 200,1,ASAD90,1345,10,134,139,5,7,T,T,F,T,8,14,0,43,Yes,No
K202050,yes,Female,17,CAT 200,11,S50,1226,10,123,407,5,20,F,F,F,F,0,0,0,0,Yes,No
K202060,yes,Male,13,CAT 200,11,ASAD90,553,10,55,473,5,24,F,T,T,T,0,18,31,39,Yes,No
K202070,yes,Male,13,CAT 200,1,S50,581,10,58,380,5,19,F,F,F,F,0,0,0,0,Yes,No
K202080,yes,Male,18,CAT 200,5,ASAD90,1325,10,132,125,5,6,F,F,F,F,0,0,0,0,Yes,No
K202090,yes,Male,19,CAT 200,1,S50,907,10,91,757,5,38,F,F,F,F,0,0,0,0,Yes,No
K202100,yes,Female,18,CAT 200,2,ASAD90,710,10,71,355,5,18,T,F,T,T,12,0,31,36,No,Yes
K202110,yes,Male,20,CAT 200,0,ASAD170,1181,10,118,47,5,2,T,T,T,T,9,19,28,34,No,Yes
K202120,yes,Female,22,CAT 200,2,ASAD90,1037,10,104,601,5,30,T,T,T,T,3,22,27,42,Yes,No
K202130,yes,Female,17,CAT 200,2,ASAD170,1178,10,118,278,5,14,F,T,F,F,0,19,0,0,No,Yes
K202140,yes,Male,25,CAT 200,2,ASAD170,1154,10,115,471,5,24,T,T,T,T,15,24,30,41,No,Yes
K202150,yes,Female,17,CAT 200,1,S50,677,10,68,279,5,14,F,F,F,F,0,0,0,0,Yes,No
K202160,yes,Male,20,CAT 200,2,ASAD90,1259,10,126,0,5,0,F,F,F,F,0,0,0,0,Yes,No
K202170,yes,Male,15,CAT 200,0,ASAD170,1033,10,103,186,5,9,F,T,T,T,0,17,32,41,No,Yes
K202180,yes,Male,22,CAT 200,1,ASAD90,1754,10,175,38,5,2,F,F,F,F,0,0,0,0,Yes,No
K202190,yes,Male,21,CAT 200,8,ASAD90,911,10,91,140,5,7,T,T,T,T,12,18,30,38,Yes,No
K202200,yes,Male,24,CAT 200,1,ASAD90,899,10,90,107,5,5,T,T,T,F,10,25,28,0,Yes,No
K202210,yes,Male,14,CAT 200,1,ASAD90,805,10,80,203,5,10,T,T,F,T,15,25,0,35,Yes,No
K202220,yes,Male,16,CAT 200,2,ASAD90,791,10,79,549,5,27,T,T,F,F,9,23,0,0,Yes,No
K202230,yes,Male,25,CAT 200,2,ASAD90,2204,10,220,123,5,6,F,F,F,F,0,0,0,0,Yes,No
K202240,yes,Female,18,CAT 200,2,S50,1052,10,105,84,5,4,T,T,F,F,10,25,0,0,Yes,No
K202250,yes,Male,14,CAT 200,2,S50,667,10,67,356,5,18,T,T,T,T,9,19,33,39,Yes,No
K202260,yes,Male,22,CAT 200,1,ASAD90,1298,10,130,43,5,2,T,T,T,T,10,20,28,39,Yes,No
K202270,yes,Male,16,CAT 200,1,ASAD90,996,10,100,123,5,6,F,T,T,T,0,14,28,40,Yes,No
K202280,yes,Female,24,CAT 200,3,ASAD170,1439,10,144,0,5,0,F,F,F,F,0,0,0,0,No,Yes
K202290,yes,Female,14,CAT 200,2,ASAD170,910,10,91,421,5,21,F,F,F,F,0,0,0,0,Yes,No
K202300,yes,Male,19,CAT 200,0,ASAD90,2002,10,200,188,5,9,T,T,T,T,13,20,27,41,No,Yes
K202310,yes,Male,18,CAT 200,1,S50,1112,10,111,319,5,16,T,T,T,T,14,20,28,41,Yes,No
K202320,yes,Female,18,CAT 200,9,S50,704,10,70,339,5,17,T,T,T,T,12,21,29,40,Yes,No
K202330,yes,Female,12,CAT 200,2,ASAD170,1367,10,137,65,5,3,T,T,T,T,6,19,31,37,No,Yes
K202340,yes,Male,12,CAT 200,11,ASAD90,1142,10,114,275,5,14,F,F,F,F,0,0,0,0,Yes,No
K202350,yes,Male,17,CAT 200,8,S50,1207,10,121,534,5,27,T,T,T,T,8,21,29,42,Yes,No
K202360,yes,Female,23,CAT 200,0,ASAD170,827,10,83,380,5,19,T,T,F,T,9,14,0,40,No,Yes
K202370,yes,Male,15,CAT 200,1,ASAD90,1433,10,143,697,5,35,F,F,F,F,0,0,0,0,Yes,No
K202380,yes,Female,17,CAT 200,0,ASAD170,1484,10,148,405,5,20,F,T,T,T,0,23,34,42,No,Yes
K202390,yes,Male,19,CAT 200,6,ASAD90,1444,10,144,45,5,2,T,F,F,T,13,0,0,40,Yes,No
K202400,yes,Male,19,CAT 200,9,ASAD90,1111,10,111,501,5,25,T,T,T,T,11,18,28,39,Yes,No
K202410,yes,Male,24,CAT 200,0,S50,1031,10,103,590,5,30,F,F,F,F,0,0,0,0,Yes,No
K202420,yes,Female,22,CAT 200,2,ASAD170,937,10,94,214,5,11,F,T,T,T,0,21,31,41,No,Yes
K202430,yes,Female,20,CAT 200,2,ASAD170,1066,10,107,364,5,18,F,T,T,T,0,21,29,41,No,Yes
K202440,yes,Female,14,CAT 200,2,ASAD90,1024,10,102,70,5,3,F,F,T,F,0,0,34,0,Yes,No
K202450,yes,Male,22,CAT 200,2,ASAD90,2463,10,246,38,5,2,F,F,F,F,0,0,0,0,Yes,No
K202460,yes,Male,23,CAT 200,1,S50,740,10,74,236,5,12,T,T,T,T,11,20,32,44,Yes,No
K202470,yes,Female,16,CAT 200,1,S50,1373,10,137,313,5,16,T,T,F,T,9,20,0,34,Yes,No
K202480,yes,Female,17,CAT 200,2,ASAD90,1346,10,135,181,5,9,T,T,T,T,11,22,27,38,Yes,No
K202490,yes,Female,20,CAT 200,1,ASAD90,824,10,82,284,5,14,T,T,T,T,8,18,29,44,Yes,No
K202500,yes,Male,16,CAT 200,0,ASAD170,789,10,79,293,5,15,T,T,F,F,8,19,0,0,No,Yes
K202510,yes,Male,16,CAT 200,5,ASAD90,809,10,81,459,5,23,F,F,F,F,0,0,0,0,Yes,No
K202520,yes,Female,18,CAT 200,0,S50,1838,10,184,80,5,4,F,F,F,F,0,0,0,0,Yes,No
K202530,yes,Female,25,CAT 200,1,ASAD90,1359,10,136,57,5,3,T,T,F,F,8,18,0,0,Yes,No
K202540,yes,Male,13,CAT 200,0,ASAD170,1748,10,175,77,5,4,F,F,F,F,0,0,0,0,No,Yes
K202550,yes,Female,24,CAT 200,1,ASAD90,766,10,77,230,5,11,F,F,F,T,0,0,0,44,Yes,No
K202560,yes,Female,23,CAT 200,2,S50,1720,10,172,621,5,31,F,T,T,T,0,19,31,37,Yes,No
K202570,yes,Male,25,CAT 200,1,S50,1039,10,104,757,5,38,T,T,T,T,15,22,27,39,Yes,No
K202580,yes,Female,18,CAT 200,1,ASAD90,916,10,92,99,5,5,F,F,F,F,0,0,0,0,Yes,No
K202590,yes,Male,25,CAT 200,1,S50,1198,10,120,686,5,34,F,F,F,F,0,0,0,0,No,Yes
K202600,yes,Male,12,CAT 200,11,ASAD90,883,10,88,486,5,24,F,F,F,F,0,0,0,0,Yes,No
K202610,yes,Female,19,CAT 200,4,ASAD170,1235,10,124,78,5,4,T,F,T,T,7,0,28,44,No,Yes
K202620,yes,Male,22,CAT 200,0,ASAD90,1619,10,162,496,5,25,T,F,F,T,5,0,0,39,Yes,No
K202630,yes,Female,16,CAT 200,0,ASAD170,1427,10,143,271,5,14,T,T,T,T,12,23,29,41,No,Yes
K202640,yes,Female,22,CAT 200,4,ASAD90,836,10,84,185,5,9,F,F,F,F,0,0,0,0,Yes,No
K202650,yes,Female,24,CAT 200,7,ASAD170,1771,10,177,5,5,0,T,T,T,T,12,19,31,38,No,Yes
K202660,yes,Female,21,CAT 200,1,S50,673,10,67,626,5,31,T,T,T,T,8,16,32,41,Yes,No
K202670,yes,Female,22,CAT 200,0,ASAD90,1066,10,107,215,5,11,F,F,F,F,0,0,0,0,Yes,No
K202680,yes,Male,25,CAT 200,2,S50,1044,10,104,492,5,25,F,T,T,T,0,19,28,42,Yes,No
K202690,yes,Male,17,CAT 200,2,S50,1142,10,114,160,5,8,T,T,F,T,10,22,0,38,Yes,No
K202700,yes,Female,21,CAT 200,1,ASAD170,1141,10,114,76,5,4,T,T,T,T,9,20,32,45,No,Yes
K202710,yes,Female,16,CAT 200,2,S50,977,10,98,303,5,15,T,T,T,T,14,17,30,38,Yes,No
K202720,yes,Male,23,CAT 200,1,S50,1598,10,160,641,5,32,T,T,T,F,9,20,26,0,Yes,No
K202730,yes,Male,16,CAT 200,11,S50,895,10,89,245,5,12,T,T,T,T,9,18,34,41,Yes,No
K202740,yes,Female,12,CAT 200,0,ASAD170,1827,10,183,395,5,20,F,F,F,F,0,0,0,0,No,Yes
K202750,yes,Male,23,CAT 200,2,S50,2177,10,218,252,5,13,F,T,T,T,0,17,26,37,Yes,No
K202760,yes,Male,20,CAT 200,2,ASAD90,1838,10,184,610,5,30,F,F,F,F,0,0,0,0,Yes,No
K202770,yes,Female,16,CAT 200,0,ASAD170,874,10,87,558,5,28,T,T,T,T,10,21,30,35,No,Yes
K202780,yes,Female,14,CAT 200,0,ASAD170,1253,10,125,315,5,16,T,T,T,F,11,16,31,0,No,Yes
K202790,yes,Female,21,CAT 200,8,ASAD90,731,10,73,250,5,12,F,F,F,F,0,0,0,0,Yes,No
K202800,yes,Female,24,CAT 200,1,ASAD90,1880,10,188,625,5,31,T,T,T,F,10,18,30,0,Yes,No
K202810,yes,Female,14,CAT 200,2,ASAD170,1719,10,172,388,5,19,T,T,T,T,9,21,28,37,No,Yes
K202820,yes,Female,22,CAT 200,0,ASAD90,1018,10,102,176,5,9,T,F,T,F,11,0,28,0,Yes,No
K202830,yes,Female,22,CAT 200,2,ASAD90,2102,10,210,428,5,21,T,T,T,T,6,21,29,38,Yes,No
K202840,yes,Female,16,CAT 200,1,ASAD90,2352,10,235,376,5,19,T,F,F,F,4,0,0,0,Yes,No
K202850,yes,Female,24,CAT 200,1,ASAD90,1099,10,110,491,5,25,F,F,F,F,0,0,0,0,Yes,No
K202860,yes,Female,17,CAT 200,0,ASAD170,751,10,75,277,5,14,T,T,T,F,5,20,31,0,No,Yes
K202870,yes,Male,15,CAT 200,1,S50,796,10,80,329,5,16,T,T,F,T,8,18,0,34,Yes,No
K202880,yes,Female,22,CAT 200,11,ASAD170,2358,10,236,314,5,16,T,T,T,F,11,17,30,0,No,Yes
K202890,yes,Female,16,CAT 200,11,ASAD90,1002,10,100,627,5,31,T,T,T,T,6,18,26,42,Yes,No
K202900,yes,Male,17,CAT 200,2,S50,1694,10,169,122,5,6,T,T,T,T,7,19,29,41,Yes,No
K202910,yes,Male,25,CAT 200,2,S50,1396,10,140,737,5,37,F,T,T,T,0,19,28,39,Yes,No
K202920,yes,Male,18,CAT 200,1,ASAD90,665,10,66,328,5,16,T,T,T,T,9,18,25,39,Yes,No
K202930,yes,Male,24,CAT 200,2,ASAD90,941,10,94,398,5,20,T,T,T,T,5,21,28,35,Yes,No
K202940,yes,Male,12,CAT 200,2,ASAD170,968,10,97,236,5,12,T,T,T,T,9,23,32,37,No,Yes
K202950,yes,Male,15,CAT 200,1,S50,1337,10,134,835,5,42,T,T,T,T,5,20,27,43,Yes,No
K202960,yes,Female,19,CAT 200,11,ASAD90,1414,10,141,155,5,8,T,F,F,F,11,0,0,0,Yes,No
K202970,yes,Female,21,CAT 200,6,ASAD90,881,10,88,368,5,18,T,T,T,T,14,17,28,39,Yes,No
K202980,yes,Male,12,CAT 200,0,ASAD90,951,10,95,85,5,4,T,T,F,T,9,16,0,37,Yes,No
K202990,yes,Male,22,CAT 200,1,ASAD170,1729,10,173,177,5,9,F,F,F,F,0,0,0,0,No,Yes
K203000,yes,Female,25,CAT 200,1,ASAD90,849,10,85,262,5,13,F,T,T,T,0,21,32,41,Yes,No
K203010,yes,Female,14,CAT 200,2,ASAD90,1234,10,123,529,5,26,T,F,T,T,7,0,30,44,Yes,No
K203020,yes,Male,25,CAT 200,2,ASAD170,1186,10,119,281,5,14,T,T,T,T,12,20,26,42,No,Yes
K203030,yes,Female,15,CAT 200,2,ASAD170,1224,10,122,223,5,11,T,T,T,T,7,20,31,40,No,Yes
K203040,yes,Female,17,CAT 200,1,ASAD90,937,10,94,45,5,2,F,F,F,F,0,0,0,0,No,Yes
K203050,yes,Male,23,CAT 200,1,S50,877,10,88,197,5,10,F,T,F,F,0,17,0,0,Yes,No
K203060,yes,Male,19,CAT 200,0,S50,781,10,78,248,5,12,F,F,F,F,0,0,0,0,Yes,No
K203070,yes,Female,23,CAT 200,4,ASAD90,1816,10,182,478,5,24,T,T,T,T,9,19,30,44,Yes,No
K203080,yes,Female,23,CAT 200,4,ASAD170,1672,10,167,569,5,28,F,F,F,F,0,0,0,0,No,Yes
K203090,yes,Female,19,CAT 200,5,S50,1106,10,111,599,5,30,T,T,T,T,9,20,28,41,Yes,No
K203100,yes,Female,14,CAT 200,1,S50,1263,10,126,166,5,8,F,F,F,F,0,0,0,0,Yes,No
K203110,yes,Female,17,CAT 200,2,S50,1104,10,110,537,5,27,F,F,F,F,0,0,0,0,Yes,No
K203120,yes,Female,20,CAT 200,2,ASAD90,1295,10,130,352,5,18,T,T,T,T,12,16,31,43,Yes,No
K203130,yes,Female,23,CAT 200,11,ASAD170,1521,10,152,342,5,17,F,T,T,T,0,18,29,44,No,Yes
K203140,yes,Female,18,CAT 200,7,ASAD90,1271,10,127,244,5,12,T,T,T,T,13,16,35,44,Yes,No
K203150,yes,Male,24,CAT 200,2,ASAD90,908,10,91,121,5,6,F,F,F,F,0,0,0,0,Yes,No
K203160,yes,Female,12,CAT 200,0,ASAD90,2073,10,207,101,5,5,T,T,F,T,9,20,0,39,Yes,No
K203170,yes,Male,23,CAT 200,1,ASAD90,2225,10,222,481,5,24,T,T,T,F,12,22,33,0,Yes,No
K203180,yes,Male,13,CAT 200,1,ASAD90,1174,10,117,240,5,12,F,T,T,T,0,18,33,45,Yes,No
K203190,yes,Male,21,CAT 200,2,ASAD90,1017,10,102,50,5,2,T,T,F,F,9,23,0,0,Yes,No
K203200,yes,Female,22,CAT 200,1,S50,1063,10,106,551,5,28,T,T,T,F,8,22,32,0,Yes,No
K203210,yes,Female,24,CAT 200,1,ASAD90,1324,10,132,131,5,7,T,T,T,T,8,18,24,36,No,Yes
K203220,yes,Male,13,CAT 200,3,ASAD90,760,10,76,479,5,24,T,T,T,T,8,18,31,38,Yes,No
K203230,yes,Male,22,CAT 200,1,ASAD90,1486,10,149,242,5,12,T,T,T,T,8,20,29,38,Yes,No
K203240,yes,Female,20,CAT 200,11,ASAD170,1414,10,141,265,5,13,T,F,T,T,11,0,33,41,No,Yes
K203250,yes,Male,18,CAT 200,2,ASAD170,1385,10,138,288,5,14,F,F,F,F,0,0,0,0,No,Yes
K203260,yes,Male,15,CAT 200,0,ASAD90,1259,10,126,127,5,6,T,T,T,T,13,16,33,42,Yes,No
K203270,yes,Male,23,CAT 200,2,ASAD170,973,10,97,308,5,15,F,F,T,T,0,0,26,39,No,Yes
K203280,yes,Female,22,CAT 200,1,S50,1641,10,164,495,5,25,T,F,T,T,7,0,36,39,Yes,No
K203290,yes,Female,15,CAT 200,0,ASAD90,1211,10,121,335,5,17,T,T,T,T,11,20,33,44,Yes,No
K203300,yes,Male,15,CAT 200,2,ASAD90,1097,10,110,585,5,29,T,T,T,T,9,20,26,45,Yes,No
K203310,yes,Female,15,CAT 200,0,ASAD170,1311,10,131,147,5,7,T,T,T,T,10,16,30,38,No,Yes
K203320,yes,Male,12,CAT 200,9,S50,1451,10,145,501,5,25,T,F,T,T,11,0,28,39,Yes,No
K203330,yes,Male,19,CAT 200,2,ASAD90,999,10,100,657,5,33,F,T,T,F,0,18,32,0,Yes,No
K203340,yes,Male,20,CAT 200,1,ASAD90,949,10,95,248,5,12,T,T,T,T,11,15,33,40,Yes,No
K203350,yes,Male,24,CAT 200,1,ASAD90,986,10,99,519,5,26,T,T,T,T,13,25,30,42,Yes,No
K203360,yes,Female,24,CAT 200,2,ASAD90,2628,10,263,362,5,18,T,F,F,F,10,0,0,0,Yes,No
K203370,yes,Female,17,CAT 200,2,ASAD90,1312,10,131,289,5,14,F,F,F,F,0,0,0,0,Yes,No
K203380,yes,Male,20,CAT 200,0,ASAD170,2593,10,259,271,5,14,F,T,F,T,0,23,0,45,No,Yes
K203390,yes,Male,13,CAT 200,2,ASAD90,563,10,56,365,5,18,F,T,F,T,0,21,0,41,Yes,No
K203400,yes,Male,13,CAT 200,2,ASAD90,1016,10,102,539,5,27,F,F,F,F,0,0,0,0,Yes,No
K203410,yes,Female,22,CAT 200,0,ASAD170,1258,10,126,363,5,18,T,T,T,T,9,18,23,40,No,Yes
K203420,yes,Male,16,CAT 200,0,ASAD170,1070,10,107,282,5,14,T,T,T,F,6,19,30,0,No,Yes
K203430,yes,Female,21,CAT 200,5,ASAD90,1108,10,111,379,5,19,T,F,T,F,10,0,28,0,Yes,No
K203440,yes,Female,25,CAT 200,2,ASAD90,1081,10,108,424,5,21,F,F,F,F,0,0,0,0,Yes,No
K203450,yes,Female,15,CAT 200,11,ASAD90,538,10,54,482,5,24,F,T,T,T,0,18,31,44,Yes,No
K203460,yes,Male,13,CAT 200,2,S50,791,10,79,216,5,11,F,F,F,F,0,0,0,0,Yes,No
K203470,yes,Male,23,CAT 200,2,ASAD170,1639,10,164,228,5,11,T,T,T,T,7,22,30,37,No,Yes
K203480,yes,Male,20,CAT 200,0,ASAD170,1714,10,171,197,5,10,F,T,F,F,0,20,0,0,No,Yes
K203490,yes,Male,23,CAT 200,0,ASAD90,719,10,72,261,5,13,F,F,F,F,0,0,0,0,Yes,No
K203500,yes,Female,24,CAT 200,2,ASAD90,1537,10,154,336,5,17,T,T,T,F,11,21,30,0,Yes,No
K203510,yes,Male,15,CAT 200,0,ASAD170,974,10,97,534,5,27,F,T,F,F,0,21,0,0,No,Yes
K203520,yes,Female,21,CAT 200,1,ASAD90,987,10,99,307,5,15,F,F,T,T,0,0,27,34,Yes,No
K203530,yes,Female,14,CAT 200,2,ASAD90,716,10,72,615,5,31,T,T,T,F,6,17,31,0,Yes,No
K203540,yes,Female,16,CAT 200,0,ASAD170,1123,10,112,310,5,15,T,T,T,T,6,16,29,39,No,Yes
K203550,yes,Female,18,CAT 200,2,S50,812,10,81,124,5,6,T,T,F,T,9,16,0,42,Yes,No
K203560,yes,Male,16,CAT 200,2,S50,679,10,68,347,5,17,T,T,T,T,9,15,26,38,Yes,No
K203570,yes,Male,23,CAT 200,1,S50,671,10,67,485,5,24,F,F,F,T,0,0,0,36,Yes,No
K203580,yes,Female,22,CAT 200,10,ASAD170,1703,10,170,268,5,13,T,T,T,T,10,21,31,37,No,Yes
K203590,yes,Male,24,CAT 200,2,ASAD90,1420,10,142,229,5,11,F,F,T,T,0,0,29,38,Yes,No
K203600,yes,Female,25,CAT 200,0,ASAD170,994,10,99,492,5,25,T,T,T,T,7,23,31,39,No,Yes
K203610,yes,Male,19,CAT 200,1,S50,623,10,62,395,5,20,T,T,T,T,10,21,32,39,Yes,No
K203620,yes,Female,22,CAT 200,1,ASAD170,956,10,96,840,5,42,T,T,F,T,6,18,0,41,No,Yes
K203630,yes,Female,19,CAT 200,2,ASAD170,2308,10,231,434,5,22,F,T,T,T,0,20,27,39,No,Yes
K203640,yes,Female,25,CAT 200,2,S50,1721,10,172,323,5,16,F,F,F,F,0,0,0,0,Yes,No
K203650,yes,Male,16,CAT 200,1,S50,2467,10,247,234,5,12,T,T,T,T,11,21,25,38,Yes,No
K203660,yes,Male,16,CAT 200,2,ASAD170,950,10,95,41,5,2,T,T,T,F,9,17,27,0,Yes,No
K203670,yes,Female,16,CAT 200,0,ASAD90,1058,10,106,149,5,7,F,F,F,F,0,0,0,0,Yes,No
K203680,yes,Female,16,CAT 200,1,S50,1701,10,170,432,5,22,F,F,F,F,0,0,0,0,Yes,No
K203690,yes,Female,14,CAT 200,5,S50,1940,10,194,374,5,19,T,T,T,T,9,15,32,41,Yes,No
K203700,yes,Female,22,CAT 200,2,ASAD170,902,10,90,214,5,11,F,F,F,F,0,0,0,0,No,Yes
K203710,yes,Female,16,CAT 200,8,ASAD90,817,10,82,344,5,17,T,T,F,T,7,19,0,37,Yes,No
K203720,yes,Male,25,CAT 200,0,ASAD170,986,10,99,316,5,16,T,T,T,T,10,18,28,42,No,Yes
K203730,yes,Female,19,CAT 200,1,ASAD170,1426,10,143,227,5,11,T,T,F,T,7,19,0,37,No,Yes
K203740,yes,Male,20,CAT 200,5,S50,1598,10,160,278,5,14,T,T,T,T,13,22,31,46,Yes,No
K203750,yes,Male,20,CAT 200,0,ASAD170,1097,10,110,484,5,24,T,T,T,T,12,20,29,42,No,Yes
K203760,yes,Male,18,CAT 200,6,S50,754,10,75,460,5,23,T,T,T,F,5,17,29,0,Yes,No
K203770,yes,Male,14,CAT 200,0,ASAD90,777,10,78,594,5,30,T,T,T,T,9,15,31,37,Yes,No
K203780,yes,Female,24,CAT 200,2,ASAD90,948,10,95,438,5,22,T,T,T,T,11,23,30,37,Yes,No
K203790,yes,Female,25,CAT 200,2,ASAD170,690,10,69,554,5,28,F,T,T,T,0,21,32,37,No,Yes
K203800,yes,Male,19,CAT 200,2,ASAD90,1293,10,129,114,5,6,F,F,F,T,0,0,0,40,Yes,No
K203810,yes,Female,22,CAT 200,2,ASAD170,1427,10,143,131,5,7,T,F,T,T,10,0,31,43,No,Yes
K203820,yes,Female,16,CAT 200,0,ASAD90,963,10,96,36,5,2,F,F,F,T,0,0,0,39,Yes,No
K203830,yes,Female,25,CAT 200,2,ASAD90,2388,10,239,46,5,2,F,F,F,F,0,0,0,0,Yes,No
K203840,yes,Male,25,CAT 200,8,ASAD90,738,10,74,377,5,19,T,T,T,T,12,18,29,39,Yes,No
K203850,yes,Male,24,CAT 200,1,S50,649,10,65,528,5,26,T,T,T,T,10,18,26,40,Yes,No
K203860,yes,Female,22,CAT 200,11,ASAD170,706,10,71,271,5,14,T,T,T,F,6,16,27,0,No,Yes
K203870,yes,Male,19,CAT 200,0,ASAD170,1334,10,133,524,5,26,T,T,T,F,11,20,30,0,No,Yes
K203880,yes,Male,20,CAT 200,0,S50,1411,10,141,344,5,17,F,T,T,T,0,21,26,40,Yes,No
K203890,yes,Female,21,CAT 200,0,ASAD170,1102,10,110,491,5,25,T,F,T,T,11,0,32,41,No,Yes
K203900,yes,Female,14,CAT 200,3,ASAD90,1466,10,147,555,5,28,F,F,F,F,0,0,0,0,Yes,No
K203910,yes,Male,25,CAT 200,1,ASAD90,592,10,59,366,5,18,T,T,T,T,7,15,37,35,Yes,No
K203920,yes,Female,19,CAT 200,1,ASAD170,919,10,92,439,5,22,T,F,T,T,10,0,29,43,No,Yes
K203930,yes,Male,24,CAT 200,2,ASAD90,2436,10,244,127,5,6,F,F,F,F,0,0,0,0,Yes,No
K203940,yes,Female,21,CAT 200,4,S50,1011,10,101,459,5,23,T,T,F,T,14,15,0,37,No,Yes
K203950,yes,Female,25,CAT 200,0,ASAD170,1329,10,133,274,5,14,T,T,F,T,9,23,0,39,No,Yes
K203960,yes,Female,20,CAT 200,6,ASAD90,799,10,80,586,5,29,F,F,T,T,0,0,27,39,Yes,No
K203970,yes,Male,13,CAT 200,2,S50,1150,10,115,182,5,9,F,T,T,T,0,16,29,40,Yes,No
K203980,yes,Female,23,CAT 200,9,ASAD90,949,10,95,258,5,13,T,F,T,T,15,0,30,42,Yes,No
K203990,yes,Female,23,CAT 200,6,ASAD90,2143,10,214,603,5,30,T,T,F,T,9,20,0,34,Yes,No
K204000,yes,Female,18,CAT 200,2,ASAD170,1352,10,135,245,5,12,T,T,T,T,11,16,26,43,No,Yes
K204010,yes,Female,15,CAT 200,0,ASAD90,1073,10,107,306,5,15,T,T,T,T,10,17,28,41,Yes,No
K204020,yes,Female,17,CAT 200,0,ASAD170,2149,10,215,280,5,14,F,T,T,T,0,14,28,38,No,Yes
K204030,yes,Male,22,CAT 200,2,ASAD90,929,10,93,210,5,11,T,T,F,T,11,15,0,38,Yes,No
